Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Latitude,Longitude
RPT-100189,13-11-2025,02-11-2025,09:43,Mumbai,F606,Cyber Crime,12,Male,Gun,Commercial,5,No,,19.05707154,72.88797229
RPT-100190,13-04-2025,01-04-2025,10:11,Kolkata,A101,Fraud,43,Other,Gun,Residential,2,No,,22.55589797,88.36233553
RPT-100191,04-05-2025,03-05-2025,09:53,Hyderabad,F606,Fraud,65,Male,Knife,Private,24,No,,17.36511808,78.47392071
RPT-100192,13-11-2024,06-11-2024,05:08,Delhi,E505,Assault,68,Other,Knife,Transport,19,Yes,24:39.5,28.69262623,77.11933885
RPT-100193,21-11-2025,18-11-2025,08:16,Kolkata,G707,Assault,76,Female,Unknown,Transport,3,No,,22.56655967,88.3503085
RPT-100194,30-05-2025,19-05-2025,06:07,Bangalore,F606,Burglary,26,Female,Unknown,Residential,11,Yes,24:39.5,12.96050076,77.59395533
RPT-100195,17-06-2025,07-06-2025,09:25,Mumbai,C303,Cyber Crime,31,Other,Poison,Residential,3,Yes,24:39.5,19.08519685,72.89503883
RPT-100196,30-08-2025,21-08-2025,16:16,Pune,C303,Kidnapping,14,Female,Knife,Commercial,23,No,,18.50667899,73.86574404
RPT-100197,02-10-2025,30-09-2025,21:01,Kolkata,D404,Burglary,67,Female,Poison,Commercial,23,No,,22.56844803,88.35000834
RPT-100198,24-06-2025,11-06-2025,23:36,Hyderabad,E505,Burglary,84,Male,Knife,Cyber,25,Yes,24:39.5,17.3981899,78.46975874
RPT-100199,11-08-2025,28-07-2025,23:20,Pune,F606,Assault,17,Male,Unknown,Transport,13,Yes,24:39.5,18.52320395,73.86385066
RPT-100200,12-05-2025,29-04-2025,15:38,Pune,D404,Theft,52,Other,Poison,Cyber,14,No,,18.52875639,73.84632645
RPT-100201,06-06-2025,29-05-2025,10:56,Pune,G707,Theft,45,Male,Blunt Object,Commercial,5,Yes,24:39.5,18.52442665,73.86155444
RPT-100202,22-05-2025,10-05-2025,04:12,Hyderabad,F606,Theft,59,Male,Unknown,Transport,11,Yes,24:39.5,17.38162073,78.4884273
RPT-100203,10-05-2025,30-04-2025,19:32,Chennai,E505,Fraud,68,Female,Gun,Public,26,No,,13.06516416,80.28906517
RPT-100204,10-03-2025,25-02-2025,03:28,Delhi,G707,Burglary,61,Other,None,Private,10,Yes,24:39.5,28.68926651,77.10303678
RPT-100205,30-10-2025,24-10-2025,01:05,Kolkata,G707,Kidnapping,84,Male,None,Transport,18,No,,22.58048596,88.37603256
RPT-100206,12-04-2025,09-04-2025,04:28,Bangalore,A101,Assault,65,Female,Unknown,Public,25,No,,12.96215423,77.60237814
RPT-100207,17-03-2025,12-03-2025,15:18,Mumbai,E505,Theft,46,Other,Poison,Public,29,No,,19.08965385,72.88754492
RPT-100208,15-05-2025,10-05-2025,12:55,Bangalore,C303,Assault,13,Other,None,Public,4,No,,12.97107929,77.61122525
RPT-100209,11-11-2024,01-11-2024,00:38,Pune,E505,Kidnapping,33,Other,Gun,Residential,1,Yes,24:39.5,18.52188423,73.85469247
RPT-100210,08-11-2024,30-10-2024,00:38,Bangalore,D404,Burglary,40,Female,Unknown,Cyber,5,Yes,24:39.5,12.9734084,77.58922038
RPT-100211,17-04-2025,04-04-2025,13:54,Hyderabad,F606,Cyber Crime,39,Male,Blunt Object,Residential,18,Yes,24:39.5,17.38590228,78.4999606
RPT-100212,24-04-2025,15-04-2025,14:52,Hyderabad,B202,Cyber Crime,52,Other,Poison,Transport,22,No,,17.40150361,78.48378449
RPT-100213,01-03-2025,21-02-2025,00:19,Delhi,A101,Kidnapping,16,Other,Knife,Public,14,No,,28.68411982,77.10863837
RPT-100214,11-12-2024,05-12-2024,01:23,Hyderabad,G707,Robbery,43,Male,Knife,Transport,29,No,,17.36528108,78.48477316
RPT-100215,23-04-2025,12-04-2025,09:58,Chennai,C303,Theft,39,Male,None,Public,6,No,,13.06323304,80.28116613
RPT-100216,25-04-2025,12-04-2025,01:29,Mumbai,D404,Kidnapping,18,Male,Gun,Cyber,4,No,,19.06169578,72.88368281
RPT-100217,02-11-2025,26-10-2025,06:12,Chennai,F606,Burglary,28,Male,Blunt Object,Commercial,16,No,,13.09602829,80.28259764
RPT-100218,01-12-2025,22-11-2025,05:12,Delhi,E505,Robbery,61,Other,Blunt Object,Commercial,15,No,,28.68974453,77.08470899
RPT-100219,15-03-2025,05-03-2025,01:35,Chennai,D404,Assault,39,Female,Knife,Commercial,12,Yes,24:39.5,13.06619074,80.26366596
RPT-100220,16-02-2025,02-02-2025,16:48,Hyderabad,D404,Theft,66,Other,Poison,Private,5,No,,17.40023475,78.48624472
RPT-100221,18-11-2024,03-11-2024,04:38,Bangalore,G707,Theft,59,Male,Blunt Object,Commercial,24,No,,12.95245156,77.59679756
RPT-100222,11-02-2025,30-01-2025,17:37,Hyderabad,E505,Cyber Crime,75,Male,Unknown,Residential,27,Yes,24:39.5,17.3932827,78.50583549
RPT-100223,01-10-2025,17-09-2025,09:49,Hyderabad,C303,Burglary,20,Other,None,Private,4,Yes,24:39.5,17.38566542,78.47205881
RPT-100224,07-10-2025,04-10-2025,04:53,Kolkata,G707,Cyber Crime,33,Male,Gun,Transport,28,No,,22.56636218,88.36651474
RPT-100225,16-07-2025,03-07-2025,12:59,Mumbai,C303,Cyber Crime,85,Female,Poison,Residential,12,Yes,24:39.5,19.07500486,72.87769185
RPT-100226,18-01-2025,05-01-2025,20:45,Hyderabad,C303,Kidnapping,51,Male,Knife,Commercial,1,Yes,24:39.5,17.36840109,78.46853662
RPT-100227,07-01-2025,28-12-2024,17:01,Kolkata,B202,Theft,44,Female,Unknown,Cyber,19,Yes,24:39.5,22.57761172,88.36362363
RPT-100228,19-08-2025,16-08-2025,00:27,Mumbai,E505,Assault,13,Female,Unknown,Private,14,No,,19.06270634,72.89715839
RPT-100229,27-03-2025,26-03-2025,20:56,Mumbai,A101,Theft,58,Other,Gun,Commercial,29,Yes,24:39.5,19.06356887,72.8822293
RPT-100230,17-06-2025,14-06-2025,06:21,Delhi,F606,Theft,71,Female,Gun,Public,24,Yes,24:39.5,28.70495862,77.08414441
RPT-100231,25-03-2025,22-03-2025,14:09,Mumbai,C303,Burglary,55,Male,Poison,Residential,28,Yes,24:39.5,19.07219249,72.87561212
RPT-100232,14-11-2024,31-10-2024,16:36,Hyderabad,E505,Cyber Crime,74,Other,None,Residential,6,No,,17.39130718,78.47881423
RPT-100233,10-09-2025,09-09-2025,11:07,Mumbai,C303,Assault,56,Other,Gun,Private,22,No,,19.06830222,72.86201456
RPT-100234,17-03-2025,13-03-2025,11:13,Hyderabad,C303,Theft,19,Female,Unknown,Transport,22,No,,17.40156599,78.47778207
RPT-100235,30-06-2025,24-06-2025,20:39,Mumbai,C303,Burglary,15,Other,Gun,Private,10,No,,19.06066699,72.88977981
RPT-100236,19-03-2025,16-03-2025,07:25,Delhi,F606,Burglary,10,Female,Gun,Residential,21,No,,28.69121082,77.08580298
RPT-100237,10-03-2025,04-03-2025,08:39,Hyderabad,A101,Assault,55,Other,Gun,Residential,1,No,,17.38031473,78.49727335
RPT-100238,28-06-2025,14-06-2025,18:59,Delhi,B202,Burglary,74,Female,None,Public,16,Yes,24:39.5,28.71191737,77.08886273
RPT-100239,05-07-2025,25-06-2025,08:41,Chennai,E505,Cyber Crime,59,Female,None,Residential,5,No,,13.0669224,80.27959558
RPT-100240,08-11-2024,06-11-2024,06:52,Mumbai,A101,Fraud,14,Male,Poison,Cyber,1,No,,19.05972197,72.86368791
RPT-100241,21-08-2025,17-08-2025,02:44,Bangalore,D404,Cyber Crime,77,Female,Knife,Commercial,2,Yes,24:39.5,12.99075956,77.59741159
RPT-100242,29-11-2025,19-11-2025,00:24,Mumbai,F606,Burglary,79,Female,Gun,Residential,26,Yes,24:39.5,19.07558038,72.86253637
RPT-100243,17-08-2025,16-08-2025,11:08,Delhi,C303,Kidnapping,66,Female,Gun,Transport,3,Yes,24:39.5,28.71540983,77.1166454
RPT-100244,22-08-2025,18-08-2025,16:41,Mumbai,E505,Robbery,16,Other,None,Residential,4,No,,19.05778983,72.86341454
RPT-100245,03-05-2025,22-04-2025,21:35,Bangalore,D404,Burglary,69,Other,Knife,Private,17,No,,12.96477482,77.59307708
RPT-100246,16-03-2025,08-03-2025,12:07,Delhi,G707,Kidnapping,64,Other,None,Private,5,No,,28.69215339,77.11597539
RPT-100247,13-07-2025,12-07-2025,18:36,Delhi,A101,Assault,78,Female,Gun,Private,19,No,,28.7026465,77.11649242
RPT-100248,25-05-2025,12-05-2025,03:06,Chennai,E505,Assault,76,Male,Blunt Object,Commercial,19,Yes,24:39.5,13.06835784,80.25340901
RPT-100249,06-10-2025,27-09-2025,19:44,Kolkata,F606,Cyber Crime,21,Other,Unknown,Cyber,18,Yes,24:39.5,22.59049482,88.36842903
RPT-100250,05-03-2025,26-02-2025,16:37,Hyderabad,A101,Cyber Crime,19,Other,Knife,Commercial,20,Yes,24:39.5,17.38726927,78.48163971
RPT-100251,31-10-2025,19-10-2025,18:30,Bangalore,D404,Kidnapping,34,Other,Blunt Object,Private,29,No,,12.99081934,77.57688504
RPT-100252,04-06-2025,26-05-2025,23:42,Pune,B202,Cyber Crime,18,Female,None,Public,30,No,,18.52166588,73.84686538
RPT-100253,10-03-2025,23-02-2025,14:51,Kolkata,E505,Theft,59,Female,Poison,Residential,8,No,,22.55313058,88.37402767
RPT-100254,22-11-2024,07-11-2024,20:06,Kolkata,G707,Cyber Crime,14,Other,Gun,Commercial,29,No,,22.59140672,88.35595693
RPT-100255,29-12-2024,24-12-2024,03:19,Hyderabad,G707,Burglary,30,Other,Poison,Transport,30,No,,17.37555798,78.48644599
RPT-100256,07-05-2025,02-05-2025,03:26,Mumbai,A101,Cyber Crime,22,Female,None,Public,21,No,,19.08696301,72.87932633
RPT-100257,30-05-2025,23-05-2025,17:35,Pune,D404,Robbery,15,Other,Unknown,Cyber,18,Yes,24:39.5,18.53663726,73.85804959
RPT-100258,13-02-2025,29-01-2025,02:07,Mumbai,G707,Cyber Crime,38,Male,Unknown,Cyber,17,Yes,24:39.5,19.06327621,72.8662154
RPT-100259,06-06-2025,02-06-2025,18:34,Hyderabad,B202,Robbery,42,Female,None,Private,19,No,,17.38509112,78.4906718
RPT-100260,08-07-2025,07-07-2025,13:33,Kolkata,G707,Robbery,73,Female,Blunt Object,Commercial,8,No,,22.56165145,88.37782838
RPT-100261,19-01-2025,06-01-2025,07:45,Mumbai,B202,Fraud,78,Other,Unknown,Transport,30,Yes,24:39.5,19.07099037,72.86155849
RPT-100262,08-10-2025,04-10-2025,19:42,Mumbai,A101,Fraud,20,Other,None,Private,17,Yes,24:39.5,19.08053953,72.85997203
RPT-100263,30-04-2025,22-04-2025,08:09,Delhi,G707,Cyber Crime,77,Female,Poison,Public,26,No,,28.6940911,77.12051576
RPT-100264,28-06-2025,19-06-2025,20:07,Hyderabad,G707,Burglary,80,Other,Unknown,Transport,2,No,,17.3747486,78.46717517
RPT-100265,02-12-2024,24-11-2024,15:43,Delhi,C303,Cyber Crime,24,Female,Gun,Private,1,No,,28.70530537,77.11512642
RPT-100266,29-11-2024,26-11-2024,01:04,Hyderabad,G707,Assault,77,Male,Gun,Residential,16,No,,17.37719735,78.49989805
RPT-100267,19-11-2024,11-11-2024,05:34,Chennai,E505,Fraud,72,Female,Poison,Transport,29,No,,13.08459821,80.27477115
RPT-100268,16-08-2025,08-08-2025,18:29,Pune,G707,Cyber Crime,23,Female,Blunt Object,Residential,4,No,,18.50853659,73.86653904
RPT-100269,13-05-2025,02-05-2025,18:32,Hyderabad,D404,Robbery,26,Male,Gun,Residential,7,No,,17.37522171,78.49110341
RPT-100270,06-12-2024,28-11-2024,04:22,Hyderabad,C303,Robbery,45,Female,Poison,Commercial,30,Yes,24:39.5,17.37028036,78.50151688
RPT-100271,31-08-2025,22-08-2025,04:43,Kolkata,E505,Fraud,34,Female,Poison,Cyber,24,Yes,24:39.5,22.58262782,88.35415989
RPT-100272,05-01-2025,03-01-2025,15:49,Delhi,A101,Burglary,41,Male,Poison,Residential,8,Yes,24:39.5,28.68525469,77.08668316
RPT-100273,31-01-2025,20-01-2025,04:20,Mumbai,E505,Kidnapping,79,Other,Poison,Private,18,No,,19.06747845,72.88340703
RPT-100274,28-06-2025,13-06-2025,17:29,Pune,G707,Kidnapping,66,Female,Poison,Transport,22,Yes,24:39.5,18.50408,73.84701051
RPT-100275,28-12-2024,16-12-2024,20:48,Hyderabad,G707,Fraud,45,Other,Knife,Commercial,26,No,,17.39490825,78.4918238
RPT-100276,20-08-2025,14-08-2025,08:01,Bangalore,B202,Assault,69,Other,Gun,Residential,9,Yes,24:39.5,12.95442597,77.58643732
RPT-100277,18-02-2025,16-02-2025,12:51,Hyderabad,C303,Kidnapping,17,Female,None,Commercial,15,Yes,24:39.5,17.40261026,78.48175012
RPT-100278,10-06-2025,09-06-2025,07:07,Mumbai,C303,Robbery,37,Other,Knife,Private,16,Yes,24:39.5,19.09199583,72.86160396
RPT-100279,12-01-2025,02-01-2025,14:39,Mumbai,E505,Fraud,48,Other,Gun,Cyber,21,No,,19.0622737,72.87470431
RPT-100280,05-04-2025,22-03-2025,10:57,Mumbai,D404,Assault,65,Male,Blunt Object,Transport,22,Yes,24:39.5,19.09359718,72.85917491
RPT-100281,06-02-2025,23-01-2025,10:52,Mumbai,A101,Fraud,69,Other,Knife,Residential,15,Yes,24:39.5,19.09335145,72.87522242
RPT-100282,27-03-2025,17-03-2025,09:52,Delhi,B202,Fraud,81,Female,Knife,Cyber,30,Yes,24:39.5,28.7093075,77.09498874
RPT-100283,20-10-2025,05-10-2025,14:00,Chennai,C303,Robbery,11,Male,Gun,Cyber,10,No,,13.09569584,80.25261796
RPT-100284,11-05-2025,01-05-2025,01:15,Kolkata,G707,Robbery,55,Other,Blunt Object,Private,16,No,,22.57854638,88.3636415
RPT-100285,01-06-2025,23-05-2025,01:56,Bangalore,F606,Fraud,54,Other,Unknown,Private,5,No,,12.9872937,77.60049894
RPT-100286,16-07-2025,12-07-2025,16:10,Hyderabad,A101,Fraud,84,Male,Unknown,Transport,30,Yes,24:39.5,17.39784419,78.48479144
RPT-100287,12-03-2025,01-03-2025,03:16,Mumbai,C303,Kidnapping,56,Male,None,Residential,30,No,,19.0775675,72.89401262
RPT-100288,11-02-2025,02-02-2025,03:56,Mumbai,C303,Theft,34,Female,Gun,Cyber,29,Yes,24:39.5,19.09209968,72.87469263
RPT-100289,15-10-2025,11-10-2025,12:46,Delhi,A101,Kidnapping,79,Female,Poison,Private,7,Yes,24:39.5,28.7075465,77.09908589
RPT-100290,20-09-2025,09-09-2025,12:00,Hyderabad,A101,Fraud,60,Other,Blunt Object,Transport,8,No,,17.39655309,78.48628885
RPT-100291,14-04-2025,12-04-2025,02:10,Chennai,A101,Assault,73,Male,Gun,Transport,23,Yes,24:39.5,13.0695296,80.28728328
RPT-100292,27-06-2025,14-06-2025,06:59,Chennai,D404,Theft,15,Female,Blunt Object,Commercial,3,No,,13.08935163,80.26390399
RPT-100293,26-09-2025,17-09-2025,03:58,Kolkata,A101,Cyber Crime,25,Male,Blunt Object,Residential,30,Yes,24:39.5,22.56551777,88.38222366
RPT-100294,21-07-2025,14-07-2025,17:02,Kolkata,G707,Theft,14,Female,Gun,Private,11,Yes,24:39.5,22.56473081,88.37515556
RPT-100295,31-12-2024,16-12-2024,02:35,Mumbai,E505,Robbery,41,Male,Blunt Object,Residential,24,Yes,24:39.5,19.08005574,72.86118587
RPT-100296,31-10-2025,28-10-2025,05:48,Mumbai,C303,Kidnapping,21,Other,Unknown,Cyber,10,Yes,24:39.5,19.08581465,72.87527904
RPT-100297,21-02-2025,09-02-2025,08:24,Hyderabad,D404,Robbery,13,Other,Blunt Object,Residential,13,Yes,24:39.5,17.38719306,78.49317685
RPT-100298,02-06-2025,23-05-2025,07:08,Chennai,D404,Assault,81,Male,Knife,Public,30,Yes,24:39.5,13.0986861,80.25676771
RPT-100299,30-08-2025,21-08-2025,03:33,Delhi,E505,Robbery,75,Female,Gun,Residential,15,Yes,24:39.5,28.69898587,77.11530747
RPT-100300,17-11-2025,12-11-2025,16:38,Mumbai,D404,Fraud,45,Female,Blunt Object,Public,11,Yes,24:39.5,19.08764395,72.88583534
RPT-100301,29-07-2025,27-07-2025,14:52,Delhi,E505,Cyber Crime,18,Other,Unknown,Private,16,Yes,24:39.5,28.68912659,77.11827497
RPT-100302,25-01-2025,21-01-2025,22:03,Bangalore,F606,Fraud,46,Other,Poison,Cyber,20,No,,12.99032377,77.60649963
RPT-100303,23-11-2025,16-11-2025,05:38,Chennai,C303,Kidnapping,65,Male,None,Private,18,No,,13.09769784,80.28284433
RPT-100304,08-10-2025,03-10-2025,19:51,Kolkata,A101,Robbery,76,Male,Blunt Object,Residential,22,No,,22.59144061,88.36087039
RPT-100305,11-08-2025,02-08-2025,21:06,Hyderabad,E505,Assault,55,Male,Poison,Commercial,25,Yes,24:39.5,17.38174042,78.47067362
RPT-100306,13-07-2025,11-07-2025,19:01,Kolkata,A101,Robbery,64,Other,Poison,Cyber,25,No,,22.56414617,88.35241349
RPT-100307,21-06-2025,20-06-2025,20:44,Chennai,B202,Fraud,19,Other,Poison,Cyber,5,Yes,24:39.5,13.07290603,80.25624083
RPT-100308,03-09-2025,19-08-2025,02:21,Mumbai,E505,Fraud,61,Female,Poison,Transport,2,No,,19.06102259,72.87799074
RPT-100309,27-12-2024,20-12-2024,05:34,Pune,B202,Burglary,25,Female,Unknown,Commercial,16,Yes,24:39.5,18.52796193,73.86523011
RPT-100310,13-09-2025,03-09-2025,06:45,Kolkata,D404,Kidnapping,83,Female,None,Transport,18,Yes,24:39.5,22.56572374,88.36009234
RPT-100311,21-09-2025,11-09-2025,20:26,Mumbai,E505,Robbery,39,Male,Blunt Object,Public,7,No,,19.09558629,72.87460744
RPT-100312,13-04-2025,09-04-2025,05:11,Hyderabad,A101,Burglary,49,Other,None,Public,9,No,,17.367255,78.49963959
RPT-100313,12-05-2025,04-05-2025,12:19,Bangalore,E505,Kidnapping,36,Other,Blunt Object,Commercial,11,Yes,24:39.5,12.97132413,77.60475301
RPT-100314,02-06-2025,01-06-2025,08:13,Pune,C303,Theft,21,Female,None,Cyber,1,Yes,24:39.5,18.50402323,73.84827905
RPT-100315,25-04-2025,24-04-2025,23:34,Pune,C303,Theft,22,Other,Poison,Private,11,No,,18.53771928,73.86583372
RPT-100316,25-01-2025,11-01-2025,05:07,Bangalore,A101,Theft,40,Other,Gun,Private,30,No,,12.95281145,77.58099557
RPT-100317,10-05-2025,08-05-2025,23:07,Delhi,A101,Burglary,75,Other,Knife,Private,23,Yes,24:39.5,28.68629133,77.11221236
RPT-100318,24-11-2024,10-11-2024,02:21,Mumbai,C303,Fraud,72,Other,Poison,Commercial,23,Yes,24:39.5,19.0666391,72.89711394
RPT-100319,24-01-2025,22-01-2025,21:34,Mumbai,D404,Burglary,21,Female,None,Transport,28,Yes,24:39.5,19.08748938,72.8578799
RPT-100320,12-07-2025,10-07-2025,07:08,Chennai,E505,Kidnapping,71,Male,Blunt Object,Commercial,8,Yes,24:39.5,13.07082113,80.27345492
RPT-100321,03-09-2025,31-08-2025,20:20,Mumbai,G707,Theft,74,Female,Poison,Private,5,Yes,24:39.5,19.07705275,72.87998104
RPT-100322,01-01-2025,23-12-2024,13:27,Chennai,E505,Burglary,58,Female,Poison,Cyber,6,No,,13.07999026,80.25349116
RPT-100323,15-11-2025,10-11-2025,22:14,Mumbai,G707,Burglary,40,Male,Poison,Cyber,3,Yes,24:39.5,19.09425474,72.85792736
RPT-100324,24-11-2024,10-11-2024,13:20,Pune,E505,Robbery,57,Female,None,Cyber,16,Yes,24:39.5,18.51164153,73.84795258
RPT-100325,31-03-2025,23-03-2025,19:35,Hyderabad,D404,Theft,47,Female,Knife,Cyber,29,Yes,24:39.5,17.37607,78.48215424
RPT-100326,04-03-2025,25-02-2025,11:34,Bangalore,E505,Kidnapping,19,Female,None,Cyber,8,Yes,24:39.5,12.98295863,77.60222372
RPT-100327,30-04-2025,18-04-2025,16:23,Chennai,E505,Burglary,73,Female,Knife,Public,7,Yes,24:39.5,13.08272142,80.28193469
RPT-100328,29-07-2025,16-07-2025,17:31,Kolkata,F606,Theft,35,Other,Gun,Residential,18,Yes,24:39.5,22.55635198,88.36827861
RPT-100329,21-05-2025,17-05-2025,11:26,Pune,C303,Robbery,34,Female,Poison,Commercial,10,No,,18.51430844,73.86020591
RPT-100330,15-11-2025,02-11-2025,19:47,Hyderabad,C303,Fraud,64,Female,None,Private,14,Yes,24:39.5,17.37102703,78.49785738
RPT-100331,26-02-2025,15-02-2025,01:03,Hyderabad,D404,Theft,76,Other,Blunt Object,Transport,18,No,,17.3840063,78.49729415
RPT-100332,16-11-2025,02-11-2025,00:13,Hyderabad,B202,Theft,13,Male,Knife,Public,3,Yes,24:39.5,17.40132698,78.49438447
RPT-100333,19-10-2025,10-10-2025,11:28,Hyderabad,E505,Kidnapping,14,Male,Knife,Transport,6,Yes,24:39.5,17.37540668,78.49767081
RPT-100334,21-08-2025,11-08-2025,23:11,Chennai,C303,Assault,66,Other,Gun,Residential,3,No,,13.09439554,80.27609134
RPT-100335,19-07-2025,09-07-2025,17:31,Pune,D404,Fraud,10,Other,Knife,Commercial,29,Yes,24:39.5,18.51166427,73.86450857
RPT-100336,17-04-2025,14-04-2025,23:30,Kolkata,C303,Kidnapping,43,Male,Blunt Object,Cyber,7,Yes,24:39.5,22.55826901,88.37204913
RPT-100337,13-12-2024,07-12-2024,10:08,Delhi,F606,Kidnapping,56,Female,Unknown,Transport,28,No,,28.71990537,77.09407097
RPT-100338,19-08-2025,04-08-2025,10:08,Hyderabad,F606,Assault,70,Other,None,Private,14,Yes,24:39.5,17.37500601,78.48821817
RPT-100339,08-06-2025,25-05-2025,23:37,Pune,F606,Robbery,76,Female,Gun,Transport,11,No,,18.51413039,73.84965484
RPT-100340,11-12-2024,05-12-2024,05:45,Chennai,D404,Burglary,80,Female,Blunt Object,Commercial,6,Yes,24:39.5,13.08922858,80.26699035
RPT-100341,12-08-2025,28-07-2025,21:38,Chennai,A101,Cyber Crime,72,Other,Unknown,Residential,17,No,,13.07128454,80.28648165
RPT-100342,31-10-2025,27-10-2025,15:57,Delhi,F606,Fraud,47,Male,Knife,Private,9,No,,28.69037324,77.0873002
RPT-100343,06-12-2024,28-11-2024,17:20,Chennai,G707,Cyber Crime,50,Other,None,Commercial,13,Yes,24:39.5,13.0957024,80.25312137
RPT-100344,12-11-2025,29-10-2025,15:35,Mumbai,C303,Fraud,77,Male,Poison,Transport,5,Yes,24:39.5,19.08300725,72.89432176
RPT-100345,06-02-2025,04-02-2025,09:31,Pune,G707,Kidnapping,82,Female,None,Residential,5,No,,18.52820694,73.84893767
RPT-100346,23-05-2025,15-05-2025,11:11,Chennai,A101,Cyber Crime,19,Other,Gun,Commercial,14,Yes,24:39.5,13.07789973,80.25164421
RPT-100347,02-06-2025,18-05-2025,01:56,Pune,A101,Theft,69,Other,Blunt Object,Cyber,22,Yes,24:39.5,18.52741844,73.85315828
RPT-100348,22-11-2024,19-11-2024,11:00,Delhi,G707,Robbery,79,Male,Knife,Residential,15,No,,28.72328666,77.11119405
RPT-100349,02-12-2025,18-11-2025,19:49,Hyderabad,C303,Cyber Crime,17,Female,Knife,Private,10,No,,17.36994513,78.49978698
RPT-100350,02-01-2025,28-12-2024,05:09,Pune,E505,Fraud,77,Male,Unknown,Private,4,Yes,24:39.5,18.51409173,73.84205132
RPT-100351,01-10-2025,19-09-2025,03:25,Pune,A101,Fraud,13,Other,Poison,Transport,10,Yes,24:39.5,18.50231109,73.8471625
RPT-100352,04-04-2025,26-03-2025,03:05,Mumbai,G707,Fraud,74,Male,Blunt Object,Private,28,Yes,24:39.5,19.06656769,72.86582838
RPT-100353,22-07-2025,18-07-2025,12:42,Bangalore,A101,Fraud,77,Male,Gun,Commercial,20,Yes,24:39.5,12.98016768,77.60859844
RPT-100354,29-03-2025,25-03-2025,02:24,Kolkata,G707,Burglary,38,Female,Knife,Transport,9,Yes,24:39.5,22.58688211,88.3630569
RPT-100355,02-06-2025,30-05-2025,23:22,Delhi,F606,Theft,34,Male,Blunt Object,Private,6,Yes,24:39.5,28.7204214,77.08797722
RPT-100356,20-11-2024,15-11-2024,19:30,Bangalore,B202,Theft,10,Female,Blunt Object,Public,27,Yes,24:39.5,12.98260506,77.58298374
RPT-100357,26-01-2025,22-01-2025,06:52,Mumbai,D404,Burglary,19,Female,Knife,Residential,4,Yes,24:39.5,19.0902274,72.8929328
RPT-100358,14-04-2025,13-04-2025,00:14,Kolkata,F606,Assault,19,Male,Blunt Object,Commercial,30,No,,22.56042737,88.37018896
RPT-100359,17-06-2025,13-06-2025,22:36,Delhi,C303,Cyber Crime,85,Other,None,Commercial,19,No,,28.71149132,77.10163909
RPT-100360,10-07-2025,25-06-2025,00:26,Delhi,G707,Theft,36,Female,Blunt Object,Transport,6,No,,28.71360504,77.09168408
RPT-100361,02-12-2025,24-11-2025,16:31,Delhi,G707,Cyber Crime,29,Male,Unknown,Residential,10,No,,28.69556106,77.11995394
RPT-100362,03-02-2025,02-02-2025,16:47,Delhi,A101,Burglary,79,Other,Blunt Object,Commercial,9,No,,28.69927225,77.12091025
RPT-100363,01-07-2025,16-06-2025,01:08,Bangalore,E505,Robbery,60,Male,Unknown,Transport,9,No,,12.96537273,77.59608331
RPT-100364,04-06-2025,29-05-2025,10:51,Chennai,G707,Theft,72,Male,Gun,Private,1,No,,13.09382542,80.28321784
RPT-100365,04-10-2025,02-10-2025,01:56,Kolkata,E505,Assault,79,Female,Knife,Public,3,No,,22.55665021,88.35373061
RPT-100366,25-06-2025,19-06-2025,20:35,Mumbai,B202,Burglary,48,Female,Blunt Object,Transport,7,Yes,24:39.5,19.06924343,72.8669268
RPT-100367,22-03-2025,19-03-2025,03:45,Hyderabad,A101,Robbery,68,Female,Poison,Cyber,5,No,,17.38757945,78.48349536
RPT-100368,16-08-2025,15-08-2025,07:05,Hyderabad,F606,Robbery,60,Female,Poison,Residential,14,No,,17.40300203,78.48242717
RPT-100369,23-02-2025,15-02-2025,23:41,Mumbai,A101,Assault,19,Other,Blunt Object,Cyber,12,Yes,24:39.5,19.06187182,72.89208307
RPT-100370,14-05-2025,30-04-2025,22:06,Hyderabad,A101,Robbery,37,Other,Unknown,Private,13,No,,17.36873296,78.49092901
RPT-100371,01-10-2025,21-09-2025,16:17,Chennai,G707,Robbery,37,Male,Gun,Private,22,Yes,24:39.5,13.08624493,80.25986413
RPT-100372,10-01-2025,03-01-2025,04:54,Delhi,C303,Robbery,37,Female,Gun,Transport,18,Yes,24:39.5,28.69077114,77.10908476
RPT-100373,11-06-2025,02-06-2025,19:44,Bangalore,E505,Fraud,77,Other,Gun,Residential,4,Yes,24:39.5,12.98974624,77.60508468
